model,question_id,tier,run,score,error_type,error_msg,llm_sql,reference_sql,tokens_in,tokens_out,cost_usd,latency_ms
claude-sonnet-5,t4_07,4,2,3,,,"SELECT
    u.plan AS plan,
    count(e.event_id) / uniqExact(u.user_id) AS avg_events_per_user
FROM users AS u
LEFT JOIN events AS e ON e.user_id = u.user_id
GROUP BY u.plan
ORDER BY plan","WITH user_counts AS (SELECT e.user_id, u.plan, count() AS cnt FROM events AS e INNER JOIN users AS u ON e.user_id = u.user_id GROUP BY e.user_id, u.plan) SELECT plan, avg(cnt) AS avg_events_per_user FROM user_counts GROUP BY plan ORDER BY avg_events_per_user DESC",617,110,0.002334,4509.5
claude-sonnet-5,t4_07,4,3,3,,,"SELECT
    u.plan AS plan,
    count(e.event_id) / uniqExact(u.user_id) AS avg_events_per_user
FROM users AS u
LEFT JOIN events AS e ON e.user_id = u.user_id
GROUP BY plan
ORDER BY plan;","WITH user_counts AS (SELECT e.user_id, u.plan, count() AS cnt FROM events AS e INNER JOIN users AS u ON e.user_id = u.user_id GROUP BY e.user_id, u.plan) SELECT plan, avg(cnt) AS avg_events_per_user FROM user_counts GROUP BY plan ORDER BY avg_events_per_user DESC",617,109,0.002324,3667.8
claude-sonnet-5,t4_08,4,1,2,Logic Error,"Got: 1	user1@example.com	enterprise	2024-02-25 19:38:20.000
3	user3@example.com	enterprise	2024-09-28 18:","SELECT DISTINCT u.user_id, u.email, u.plan, u.created_at
FROM users u
INNER JOIN events e ON e.user_id = u.user_id
WHERE u.created_at >= toDateTime64('2024-01-01 00:00:00', 3, 'UTC')
  AND u.created_at < toDateTime64('2025-01-01 00:00:00', 3, 'UTC')
  AND e.event_type = 'purchase'
ORDER BY u.user_id;","SELECT DISTINCT u.user_id, u.email, u.created_at FROM users AS u INNER JOIN events AS e ON u.user_id = e.user_id WHERE u.created_at >= '2024-01-01' AND u.created_at < '2025-01-01' AND e.event_type = 'purchase'",622,176,0.003004,4034.2
claude-sonnet-5,t4_08,4,2,2,Logic Error,"Got: 1	user1@example.com	enterprise	BR	2024-02-25 19:38:20.000
3	user3@example.com	enterprise	DE	2024-09-","SELECT DISTINCT u.user_id, u.email, u.plan, u.country, u.created_at
FROM users AS u
INNER JOIN events AS e ON u.user_id = e.user_id
WHERE u.created_at >= '2024-01-01' AND u.created_at < '2025-01-01'
  AND e.event_type = 'purchase'
ORDER BY u.user_id;","SELECT DISTINCT u.user_id, u.email, u.created_at FROM users AS u INNER JOIN events AS e ON u.user_id = e.user_id WHERE u.created_at >= '2024-01-01' AND u.created_at < '2025-01-01' AND e.event_type = 'purchase'",622,140,0.002644,3189.7
claude-sonnet-5,t4_08,4,3,3,,,"SELECT DISTINCT u.user_id, u.email, u.created_at
FROM users AS u
INNER JOIN events AS e ON u.user_id = e.user_id
WHERE u.created_at >= toDateTime64('2024-01-01 00:00:00', 3, 'UTC')
  AND u.created_at < toDateTime64('2025-01-01 00:00:00', 3, 'UTC')
  AND e.event_type = 'purchase'","SELECT DISTINCT u.user_id, u.email, u.created_at FROM users AS u INNER JOIN events AS e ON u.user_id = e.user_id WHERE u.created_at >= '2024-01-01' AND u.created_at < '2025-01-01' AND e.event_type = 'purchase'",622,162,0.002864,3778.3
claude-sonnet-5,t4_09,4,1,3,,,"SELECT country, count() AS pro_users
FROM users
WHERE plan = 'pro'
GROUP BY country
ORDER BY pro_users DESC
LIMIT 1;","SELECT country, count() AS cnt FROM users WHERE plan = 'pro' GROUP BY country ORDER BY cnt DESC LIMIT 1",619,71,0.001948,2814.8
claude-sonnet-5,t4_09,4,2,3,,,"SELECT country, count() AS pro_user_count
FROM users
WHERE plan = 'pro'
GROUP BY country
ORDER BY pro_user_count DESC
LIMIT 1;","SELECT country, count() AS cnt FROM users WHERE plan = 'pro' GROUP BY country ORDER BY cnt DESC LIMIT 1",619,75,0.001988,2744.5
claude-sonnet-5,t4_09,4,3,3,,,"SELECT country, count() AS pro_user_count
FROM users
WHERE plan = 'pro'
GROUP BY country
ORDER BY pro_user_count DESC
LIMIT 1;","SELECT country, count() AS cnt FROM users WHERE plan = 'pro' GROUP BY country ORDER BY cnt DESC LIMIT 1",619,75,0.001988,4351.9
claude-sonnet-5,t4_10,4,1,3,,,"SELECT device, user_id, event_count
FROM (
    SELECT
        device,
        user_id,
        count() AS event_count,
        row_number() OVER (PARTITION BY device ORDER BY count() DESC) AS rn
    FROM events
    GROUP BY device, user_id
)
WHERE rn = 1
ORDER BY device;","WITH device_user_counts AS (SELECT device, user_id, count() AS cnt FROM events GROUP BY device, user_id) SELECT device, user_id, cnt FROM device_user_counts WHERE (device, cnt) IN (SELECT device, max(cnt) FROM device_user_counts GROUP BY device) ORDER BY device",613,210,0.003326,5460.9
claude-sonnet-5,t4_10,4,2,3,,,"SELECT
    device,
    user_id,
    event_count
FROM
(
    SELECT
        device,
        user_id,
        count() AS event_count,
        row_number() OVER (PARTITION BY device ORDER BY count() DESC) AS rn
    FROM events
    GROUP BY device, user_id
)
WHERE rn = 1
ORDER BY device;","WITH device_user_counts AS (SELECT device, user_id, count() AS cnt FROM events GROUP BY device, user_id) SELECT device, user_id, cnt FROM device_user_counts WHERE (device, cnt) IN (SELECT device, max(cnt) FROM device_user_counts GROUP BY device) ORDER BY device",613,562,0.006846,7447.8
claude-sonnet-5,t4_10,4,3,3,,,"WITH agg AS (
    SELECT device, user_id, count() AS cnt
    FROM events
    GROUP BY device, user_id
)
SELECT device, user_id, cnt AS event_count
FROM (
    SELECT device, user_id, cnt,
           row_number() OVER (PARTITION BY device ORDER BY cnt DESC) AS rn
    FROM agg
)
WHERE rn = 1
ORDER BY device;","WITH device_user_counts AS (SELECT device, user_id, count() AS cnt FROM events GROUP BY device, user_id) SELECT device, user_id, cnt FROM device_user_counts WHERE (device, cnt) IN (SELECT device, max(cnt) FROM device_user_counts GROUP BY device) ORDER BY device",613,600,0.007226,7678.7
claude-sonnet-5,t5_01,5,1,2,Logic Error,"Got: 1	796261	2024-01-05 02:11:24.000	1
1	411284	2024-01-13 10:24:51.000	2
1	730490	2024-01-13 20:53:53.0","SELECT
    user_id,
    event_id,
    timestamp,
    row_number() OVER (PARTITION BY user_id ORDER BY timestamp) AS event_seq
FROM events
ORDER BY user_id, event_seq","SELECT user_id, event_id, timestamp, row_number() OVER (PARTITION BY user_id ORDER BY timestamp) AS rn FROM events ORDER BY user_id, rn LIMIT 100",621,88,0.002122,2959.4
claude-sonnet-5,t5_01,5,2,2,Logic Error,"Got: 796261	1	2024-01-05 02:11:24.000	1
411284	1	2024-01-13 10:24:51.000	2
730490	1	2024-01-13 20:53:53.0","SELECT
    event_id,
    user_id,
    timestamp,
    row_number() OVER (PARTITION BY user_id ORDER BY timestamp) AS event_seq
FROM events
ORDER BY user_id, event_seq;","SELECT user_id, event_id, timestamp, row_number() OVER (PARTITION BY user_id ORDER BY timestamp) AS rn FROM events ORDER BY user_id, rn LIMIT 100",621,89,0.002132,3192.6
claude-sonnet-5,t5_01,5,3,2,Logic Error,"Got: 796261	1	2024-01-05 02:11:24.000	1
411284	1	2024-01-13 10:24:51.000	2
730490	1	2024-01-13 20:53:53.0","SELECT
    event_id,
    user_id,
    timestamp,
    row_number() OVER (PARTITION BY user_id ORDER BY timestamp) AS event_seq
FROM events
ORDER BY user_id, timestamp","SELECT user_id, event_id, timestamp, row_number() OVER (PARTITION BY user_id ORDER BY timestamp) AS rn FROM events ORDER BY user_id, rn LIMIT 100",621,88,0.002122,3558.1
claude-sonnet-5,t5_02,5,1,3,,,"SELECT
    day,
    daily_events,
    sum(daily_events) OVER (ORDER BY day) AS running_total
FROM
(
    SELECT
        toDate(timestamp) AS day,
        count() AS daily_events
    FROM events
    WHERE timestamp >= toDateTime('2024-01-01 00:00:00')
      AND timestamp < toDateTime('2025-01-01 00:00:00')
    GROUP BY day
)
ORDER BY day;","SELECT day, daily_cnt, sum(daily_cnt) OVER (ORDER BY day) AS running_total FROM (SELECT toDate(timestamp) AS day, count() AS daily_cnt FROM events WHERE timestamp >= '2024-01-01' AND timestamp < '2025-01-01' GROUP BY day) ORDER BY day",618,172,0.002956,4382.7
claude-sonnet-5,t5_02,5,2,3,,,"SELECT
    day,
    daily_count,
    sum(daily_count) OVER (ORDER BY day) AS running_total
FROM
(
    SELECT
        toDate(timestamp) AS day,
        count() AS daily_count
    FROM events
    WHERE timestamp >= toDateTime('2024-01-01 00:00:00', 'UTC')
      AND timestamp < toDateTime('2025-01-01 00:00:00', 'UTC')
    GROUP BY day
)
ORDER BY day;","SELECT day, daily_cnt, sum(daily_cnt) OVER (ORDER BY day) AS running_total FROM (SELECT toDate(timestamp) AS day, count() AS daily_cnt FROM events WHERE timestamp >= '2024-01-01' AND timestamp < '2025-01-01' GROUP BY day) ORDER BY day",618,184,0.003076,3884.5
claude-sonnet-5,t5_02,5,3,3,,,"SELECT
    day,
    daily_events,
    sum(daily_events) OVER (ORDER BY day) AS running_total
FROM
(
    SELECT
        toDate(timestamp) AS day,
        count() AS daily_events
    FROM events
    WHERE timestamp >= toDateTime('2024-01-01 00:00:00')
      AND timestamp < toDateTime('2025-01-01 00:00:00')
    GROUP BY day
)
ORDER BY day;","SELECT day, daily_cnt, sum(daily_cnt) OVER (ORDER BY day) AS running_total FROM (SELECT toDate(timestamp) AS day, count() AS daily_cnt FROM events WHERE timestamp >= '2024-01-01' AND timestamp < '2025-01-01' GROUP BY day) ORDER BY day",618,172,0.002956,3653.0
claude-sonnet-5,t5_03,5,1,3,,,"SELECT
    toDate(timestamp) AS day,
    count() AS event_count,
    lag(count()) OVER (ORDER BY day) AS prev_day_count
FROM events
GROUP BY day
ORDER BY day;","SELECT day, cnt, lag(cnt, 1) OVER (ORDER BY day) AS prev_day_cnt FROM (SELECT toDate(timestamp) AS day, count() AS cnt FROM events GROUP BY day) ORDER BY day",620,87,0.00211,3001.8
claude-sonnet-5,t5_03,5,2,3,,,"SELECT
    toDate(timestamp) AS day,
    count() AS event_count,
    lag(count()) OVER (ORDER BY day) AS prev_day_event_count
FROM events
GROUP BY day
ORDER BY day;","SELECT day, cnt, lag(cnt, 1) OVER (ORDER BY day) AS prev_day_cnt FROM (SELECT toDate(timestamp) AS day, count() AS cnt FROM events GROUP BY day) ORDER BY day",620,89,0.00213,3565.1
claude-sonnet-5,t5_03,5,3,3,,,"SELECT
    toDate(timestamp) AS day,
    count() AS event_count,
    lag(count()) OVER (ORDER BY toDate(timestamp)) AS prev_day_count
FROM events
GROUP BY day
ORDER BY day;","SELECT day, cnt, lag(cnt, 1) OVER (ORDER BY day) AS prev_day_cnt FROM (SELECT toDate(timestamp) AS day, count() AS cnt FROM events GROUP BY day) ORDER BY day",620,95,0.00219,3252.9
claude-sonnet-5,t5_04,5,1,2,Logic Error,"Got: 367463	[]
512751	[]
397086	[]
986188	[]
779881	[]
173497	[]
749460	[]
171651	[]
959777	[]
865974	[]
","SELECT event_id, arrayMap(x -> upper(x), tags) AS tags_upper
FROM events;","SELECT event_id, arrayMap(x -> upper(x), tags) AS upper_tags FROM events LIMIT 20",622,46,0.001704,2871.1
claude-sonnet-5,t5_04,5,2,2,Logic Error,"Got: 714924	[]
272405	[]
864373	[]
252040	['PREMIUM_USER']
299033	[]
705	[]
908847	[]
831476	[]
980393	[]","SELECT event_id, arrayMap(x -> upper(x), tags) AS tags_upper
FROM events;","SELECT event_id, arrayMap(x -> upper(x), tags) AS upper_tags FROM events LIMIT 20",622,46,0.001704,2742.4
claude-sonnet-5,t5_04,5,3,2,Logic Error,"Got: 846046	[]
498818	[]
29902	[]
553700	[]
628612	[]
575429	['MOBILE']
65413	[]
534168	[]
76320	[]
35051","SELECT event_id, arrayMap(x -> upper(x), tags) AS tags_upper
FROM events;","SELECT event_id, arrayMap(x -> upper(x), tags) AS upper_tags FROM events LIMIT 20",622,46,0.001704,3529.5
claude-sonnet-5,t5_05,5,1,1,Other Error,"Received exception from server (version 26.1.2):
Code: 184. DB::Exception: Received from localhost:9000. DB::Exception: Aggregate function max(total_duration) AS total_duration is found inside another","SELECT
    event_type,
    argMax(user_id, total_duration) AS user_id,
    max(total_duration) AS total_duration
FROM
(
    SELECT
        event_type,
        user_id,
        sum(duration_ms) AS total_duration
    FROM events
    GROUP BY event_type, user_id
)
GROUP BY event_type
ORDER BY event_type;","SELECT event_type, argMax(user_id, total_dur) AS top_user, max(total_dur) AS max_duration FROM (SELECT event_type, user_id, sum(duration_ms) AS total_dur FROM events WHERE duration_ms IS NOT NULL GROUP BY event_type, user_id) GROUP BY event_type ORDER BY event_type",622,139,0.002634,3356.5
claude-sonnet-5,t5_05,5,2,3,,,"SELECT
    event_type,
    argMax(user_id, total_duration) AS user_id,
    max(total_duration) AS max_total_duration
FROM
(
    SELECT
        event_type,
        user_id,
        sum(duration_ms) AS total_duration
    FROM events
    GROUP BY event_type, user_id
)
GROUP BY event_type
ORDER BY event_type;","SELECT event_type, argMax(user_id, total_dur) AS top_user, max(total_dur) AS max_duration FROM (SELECT event_type, user_id, sum(duration_ms) AS total_dur FROM events WHERE duration_ms IS NOT NULL GROUP BY event_type, user_id) GROUP BY event_type ORDER BY event_type",622,310,0.004344,5650.4
claude-sonnet-5,t5_05,5,3,1,Other Error,"Received exception from server (version 26.1.2):
Code: 184. DB::Exception: Received from localhost:9000. DB::Exception: Aggregate function max(total_duration) AS total_duration is found inside another","SELECT
    event_type,
    argMax(user_id, total_duration) AS user_id,
    max(total_duration) AS total_duration
FROM
(
    SELECT
        event_type,
        user_id,
        sum(duration_ms) AS total_duration
    FROM events
    GROUP BY event_type, user_id
)
GROUP BY event_type
ORDER BY event_type","SELECT event_type, argMax(user_id, total_dur) AS top_user, max(total_dur) AS max_duration FROM (SELECT event_type, user_id, sum(duration_ms) AS total_dur FROM events WHERE duration_ms IS NOT NULL GROUP BY event_type, user_id) GROUP BY event_type ORDER BY event_type",622,138,0.002624,3555.7
claude-sonnet-5,t5_06,5,1,3,,,"SELECT
    toDate(timestamp) AS day,
    count() AS event_count
FROM events
WHERE timestamp >= toDateTime('2024-01-01') AND timestamp < toDateTime('2024-02-01')
GROUP BY day
ORDER BY day
WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') STEP 1;","SELECT toDate(timestamp) AS day, count() AS cnt FROM events WHERE timestamp >= '2024-01-01' AND timestamp < '2024-02-01' GROUP BY day ORDER BY day WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') STEP INTERVAL 1 DAY",629,141,0.002668,3413.9
claude-sonnet-5,t5_06,5,2,3,,,"SELECT
    toDate(timestamp) AS day,
    count() AS event_count
FROM events
WHERE timestamp >= toDateTime('2024-01-01 00:00:00', 'UTC')
  AND timestamp < toDateTime('2024-02-01 00:00:00', 'UTC')
GROUP BY day
ORDER BY day
WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') STEP 1;","SELECT toDate(timestamp) AS day, count() AS cnt FROM events WHERE timestamp >= '2024-01-01' AND timestamp < '2024-02-01' GROUP BY day ORDER BY day WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') STEP INTERVAL 1 DAY",629,167,0.002928,3751.6
claude-sonnet-5,t5_06,5,3,3,,,"SELECT
    toDate(timestamp) AS day,
    count() AS event_count
FROM events
WHERE timestamp >= toDateTime('2024-01-01') AND timestamp < toDateTime('2024-02-01')
GROUP BY day
ORDER BY day
WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') STEP 1;","SELECT toDate(timestamp) AS day, count() AS cnt FROM events WHERE timestamp >= '2024-01-01' AND timestamp < '2024-02-01' GROUP BY day ORDER BY day WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') STEP INTERVAL 1 DAY",629,141,0.002668,4215.7
claude-sonnet-5,t5_07,5,1,2,Logic Error,"Got: 3523	['click','click','click','click','click','click','click','click','click','click','click','click","SELECT
    user_id,
    arraySort(groupArray(event_type)) AS event_types
FROM events
GROUP BY user_id","SELECT user_id, arraySort(groupArray(DISTINCT event_type)) AS event_types FROM events GROUP BY user_id ORDER BY user_id LIMIT 50",617,55,0.001784,3440.4
claude-sonnet-5,t5_07,5,2,2,Logic Error,"Got: 3523	['click','click','click','click','click','click','click','click','click','click','click','click","SELECT
    user_id,
    arraySort(groupArray(event_type)) AS event_types
FROM events
GROUP BY user_id;","SELECT user_id, arraySort(groupArray(DISTINCT event_type)) AS event_types FROM events GROUP BY user_id ORDER BY user_id LIMIT 50",617,56,0.001794,2938.7
claude-sonnet-5,t5_07,5,3,2,Logic Error,"Got: 6122	['click','click','click','click','click','click','click','click','click','click','click','click","SELECT
    user_id,
    arraySort(groupArray(event_type)) AS event_types
FROM events
GROUP BY user_id;","SELECT user_id, arraySort(groupArray(DISTINCT event_type)) AS event_types FROM events GROUP BY user_id ORDER BY user_id LIMIT 50",617,56,0.001794,3019.6
claude-sonnet-5,t5_08,5,1,2,Logic Error,"Got: 1	purchase	/docs	2024-12-27 07:49:46.000
2	logout	/about	2024-12-30 06:35:11.000
3	click	/dashboard	","SELECT
    user_id,
    argMax(event_type, timestamp) AS most_recent_event_type,
    argMax(page, timestamp) AS most_recent_page,
    max(timestamp) AS most_recent_timestamp
FROM events
GROUP BY user_id
ORDER BY user_id;","SELECT user_id, argMax(event_id, timestamp) AS last_event_id, max(timestamp) AS last_event_time FROM events GROUP BY user_id ORDER BY user_id LIMIT 50",614,112,0.002348,3306.0
claude-sonnet-5,t5_08,5,2,2,Logic Error,"Got: 1	574920	purchase	/docs	2024-12-27 07:49:46.000
2	103350	logout	/about	2024-12-30 06:35:11.000
3	906","SELECT
    user_id,
    argMax(event_id, timestamp) AS latest_event_id,
    argMax(event_type, timestamp) AS latest_event_type,
    argMax(page, timestamp) AS latest_page,
    max(timestamp) AS latest_timestamp
FROM events
GROUP BY user_id
ORDER BY user_id;","SELECT user_id, argMax(event_id, timestamp) AS last_event_id, max(timestamp) AS last_event_time FROM events GROUP BY user_id ORDER BY user_id LIMIT 50",614,130,0.002528,3532.1
claude-sonnet-5,t5_08,5,3,2,Logic Error,"Got: 1	574920	purchase	/docs	2024-12-27 07:49:46.000
2	103350	logout	/about	2024-12-30 06:35:11.000
3	906","SELECT
    user_id,
    argMax(event_id, timestamp) AS latest_event_id,
    argMax(event_type, timestamp) AS latest_event_type,
    argMax(page, timestamp) AS latest_page,
    max(timestamp) AS latest_timestamp
FROM events
GROUP BY user_id
ORDER BY user_id;","SELECT user_id, argMax(event_id, timestamp) AS last_event_id, max(timestamp) AS last_event_time FROM events GROUP BY user_id ORDER BY user_id LIMIT 50",614,130,0.002528,3317.8
claude-sonnet-5,t5_09,5,1,3,,,"SELECT
    toStartOfHour(toDateTime('2024-06-15 00:00:00') + INTERVAL number HOUR) AS hour,
    count(e.event_id) AS event_count
FROM numbers(24) AS n
LEFT JOIN events AS e
    ON toStartOfHour(e.timestamp) = toStartOfHour(toDateTime('2024-06-15 00:00:00') + INTERVAL n.number HOUR)
    AND e.timestamp >= toDateTime('2024-06-15 00:00:00')
    AND e.timestamp < toDateTime('2024-06-16 00:00:00')
GROUP BY hour
ORDER BY hour;","SELECT toStartOfHour(timestamp) AS hour, count() AS cnt FROM events WHERE toDate(timestamp) = '2024-06-15' GROUP BY hour ORDER BY hour WITH FILL FROM toDateTime('2024-06-15 00:00:00') TO toDateTime('2024-06-16 00:00:00') STEP INTERVAL 1 HOUR",632,242,0.003684,4476.7
claude-sonnet-5,t5_09,5,2,3,,,"SELECT
    toStartOfHour(toDateTime('2024-06-15 00:00:00')) + INTERVAL number HOUR AS hour,
    countIf(e.event_id IS NOT NULL) AS event_count
FROM numbers(24) AS n
LEFT JOIN events AS e
    ON toStartOfHour(e.timestamp) = toStartOfHour(toDateTime('2024-06-15 00:00:00')) + INTERVAL n.number HOUR
    AND e.timestamp >= toDateTime('2024-06-15 00:00:00')
    AND e.timestamp < toDateTime('2024-06-16 00:00:00')
GROUP BY hour
ORDER BY hour;","SELECT toStartOfHour(timestamp) AS hour, count() AS cnt FROM events WHERE toDate(timestamp) = '2024-06-15' GROUP BY hour ORDER BY hour WITH FILL FROM toDateTime('2024-06-15 00:00:00') TO toDateTime('2024-06-16 00:00:00') STEP INTERVAL 1 HOUR",632,252,0.003784,4883.6
claude-sonnet-5,t5_09,5,3,2,Logic Error,"Got: 0	127
1	110
2	127
3	118
4	122
5	110
6	130
7	117
8	139
9	116
10	112
11	107
12	124
13	111
14	117
15	10","SELECT
    toUInt8(h) AS hour,
    countIf(toDate(timestamp) = toDate('2024-06-15') AND toHour(timestamp) = h) AS event_count
FROM (SELECT arrayJoin(range(24)) AS h) hrs
LEFT JOIN events ON toHour(events.timestamp) = hrs.h AND toDate(events.timestamp) = toDate('2024-06-15')
GROUP BY h
ORDER BY h","SELECT toStartOfHour(timestamp) AS hour, count() AS cnt FROM events WHERE toDate(timestamp) = '2024-06-15' GROUP BY hour ORDER BY hour WITH FILL FROM toDateTime('2024-06-15 00:00:00') TO toDateTime('2024-06-16 00:00:00') STEP INTERVAL 1 HOUR",632,171,0.002974,4564.7
claude-sonnet-5,t5_10,5,1,2,Logic Error,"Got: 211	['premium_user','premium_user','premium_user','premium_user','premium_user','premium_user','prem","SELECT
    user_id,
    arrayFilter(t -> t LIKE '%premium%', arrayFlatten(groupArray(tags))) AS premium_tags
FROM events
GROUP BY user_id
HAVING length(premium_tags) > 0","SELECT user_id, groupArray(filtered_tags) AS all_premium_tags FROM (SELECT user_id, arrayFilter(x -> x LIKE '%premium%', tags) AS filtered_tags FROM events WHERE notEmpty(arrayFilter(x -> x LIKE '%premium%', tags))) GROUP BY user_id ORDER BY user_id LIMIT 50",635,96,0.00223,4141.0
claude-sonnet-5,t5_10,5,2,2,Logic Error,"Got: 5210	['premium_user']
1515	['premium_user']
9865	['premium_user']
9347	['premium_user']
2017	['premi","SELECT
    user_id,
    arrayFilter(t -> t ILIKE '%premium%', arrayDistinct(arrayFlatten(groupArray(tags)))) AS premium_tags
FROM events
GROUP BY user_id
HAVING length(premium_tags) > 0;","SELECT user_id, groupArray(filtered_tags) AS all_premium_tags FROM (SELECT user_id, arrayFilter(x -> x LIKE '%premium%', tags) AS filtered_tags FROM events WHERE notEmpty(arrayFilter(x -> x LIKE '%premium%', tags))) GROUP BY user_id ORDER BY user_id LIMIT 50",635,107,0.00234,4535.3
claude-sonnet-5,t5_10,5,3,2,Logic Error,"Got: 6122	['premium_user','premium_user','premium_user','premium_user','premium_user','premium_user','pre","SELECT
    user_id,
    arrayFilter(t -> t LIKE '%premium%', arrayFlatten(groupArray(tags))) AS premium_tags
FROM events
GROUP BY user_id
HAVING length(premium_tags) > 0","SELECT user_id, groupArray(filtered_tags) AS all_premium_tags FROM (SELECT user_id, arrayFilter(x -> x LIKE '%premium%', tags) AS filtered_tags FROM events WHERE notEmpty(arrayFilter(x -> x LIKE '%premium%', tags))) GROUP BY user_id ORDER BY user_id LIMIT 50",635,96,0.00223,3154.4
deepseek-v4-flash,t1_01,1,1,3,,,SELECT count() FROM events;,SELECT count() FROM events,369,22,3.348e-05,2795.2
deepseek-v4-flash,t1_01,1,2,3,,,SELECT count() FROM events;,SELECT count() FROM events,369,22,3.348e-05,755.8
deepseek-v4-flash,t1_01,1,3,3,,,SELECT count() FROM events;,SELECT count() FROM events,369,22,3.348e-05,864.1
deepseek-v4-flash,t1_02,1,1,3,,,SELECT * FROM events ORDER BY timestamp DESC LIMIT 10;,SELECT * FROM events ORDER BY timestamp DESC LIMIT 10,368,215,6.814e-05,9756.7
deepseek-v4-flash,t1_02,1,2,3,,,"SELECT * FROM events ORDER BY timestamp DESC, event_id DESC LIMIT 10;",SELECT * FROM events ORDER BY timestamp DESC LIMIT 10,368,210,6.724e-05,4431.1
deepseek-v4-flash,t1_02,1,3,3,,,SELECT * FROM events ORDER BY timestamp DESC LIMIT 10;,SELECT * FROM events ORDER BY timestamp DESC LIMIT 10,368,88,4.528e-05,12227.4
deepseek-v4-flash,t1_03,1,1,3,,,SELECT count() FROM events WHERE timestamp >= '2024-03-01' AND timestamp < '2024-04-01';,SELECT count() FROM events WHERE timestamp >= '2024-03-01' AND timestamp < '2024-04-01',370,217,6.866e-05,4273.9
deepseek-v4-flash,t1_03,1,2,3,,,SELECT count() FROM events WHERE timestamp >= '2024-03-01' AND timestamp < '2024-04-01';,SELECT count() FROM events WHERE timestamp >= '2024-03-01' AND timestamp < '2024-04-01',370,217,6.866e-05,4160.1
deepseek-v4-flash,t1_03,1,3,3,,,"SELECT count() AS event_count
FROM events
WHERE timestamp >= '2024-03-01 00:00:00' AND timestamp < '2024-04-01 00:00:00';",SELECT count() FROM events WHERE timestamp >= '2024-03-01' AND timestamp < '2024-04-01',370,121,5.137999999999999e-05,2133.0
deepseek-v4-flash,t1_04,1,1,3,,,SELECT DISTINCT event_type FROM events;,SELECT DISTINCT event_type FROM events ORDER BY event_type,366,34,3.54e-05,892.4
deepseek-v4-flash,t1_04,1,2,3,,,SELECT DISTINCT event_type FROM events;,SELECT DISTINCT event_type FROM events ORDER BY event_type,366,32,3.5039999999999997e-05,879.0
deepseek-v4-flash,t1_04,1,3,3,,,SELECT DISTINCT event_type FROM events;,SELECT DISTINCT event_type FROM events ORDER BY event_type,366,34,3.54e-05,990.3
deepseek-v4-flash,t1_05,1,1,3,,,SELECT count() FROM events WHERE country = 'DE';,SELECT count() FROM events WHERE country = 'DE',367,81,4.3939999999999996e-05,2196.5
deepseek-v4-flash,t1_05,1,2,3,,,SELECT count() FROM events WHERE country = 'DE';,SELECT count() FROM events WHERE country = 'DE',367,110,4.916e-05,2350.3
deepseek-v4-flash,t1_05,1,3,3,,,SELECT count() FROM events WHERE country = 'DE';,SELECT count() FROM events WHERE country = 'DE',367,121,5.114e-05,2096.1
deepseek-v4-flash,t1_06,1,1,3,,,SELECT * FROM events WHERE event_type = 'purchase' ORDER BY timestamp ASC LIMIT 5;,SELECT * FROM events WHERE event_type = 'purchase' ORDER BY timestamp LIMIT 5,376,205,6.698e-05,8138.0
deepseek-v4-flash,t1_06,1,2,3,,,"SELECT *
FROM events
WHERE event_type = 'purchase'
ORDER BY timestamp ASC
LIMIT 5;",SELECT * FROM events WHERE event_type = 'purchase' ORDER BY timestamp LIMIT 5,376,217,6.914e-05,3244.9
deepseek-v4-flash,t1_06,1,3,3,,,SELECT * FROM events WHERE event_type = 'purchase' ORDER BY timestamp ASC LIMIT 5;,SELECT * FROM events WHERE event_type = 'purchase' ORDER BY timestamp LIMIT 5,376,188,6.392e-05,3787.6
deepseek-v4-flash,t1_07,1,1,3,,,"SELECT count() AS pro_users
FROM users
WHERE plan = 'pro';",SELECT count() FROM users WHERE plan = 'pro',371,38,3.6519999999999996e-05,1102.6
deepseek-v4-flash,t1_07,1,2,3,,,"SELECT count() AS pro_users
FROM users
WHERE plan = 'pro';",SELECT count() FROM users WHERE plan = 'pro',371,40,3.687999999999999e-05,1142.1
deepseek-v4-flash,t1_07,1,3,3,,,SELECT count() FROM users WHERE plan = 'pro';,SELECT count() FROM users WHERE plan = 'pro',371,112,4.9840000000000004e-05,2046.5
deepseek-v4-flash,t1_08,1,1,3,,,"SELECT min(timestamp) AS earliest, max(timestamp) AS latest FROM events;","SELECT min(timestamp) AS earliest, max(timestamp) AS latest FROM events",369,77,4.3379999999999995e-05,1530.2
deepseek-v4-flash,t1_08,1,2,3,,,"SELECT min(timestamp) AS earliest, max(timestamp) AS latest FROM events;","SELECT min(timestamp) AS earliest, max(timestamp) AS latest FROM events",369,77,4.3379999999999995e-05,1891.8
deepseek-v4-flash,t1_08,1,3,3,,,"SELECT min(timestamp) AS earliest, max(timestamp) AS latest FROM events;","SELECT min(timestamp) AS earliest, max(timestamp) AS latest FROM events",369,77,4.3379999999999995e-05,1814.9
