model,question_id,run,failure_type,rule
gpt-5.6-luna,t4_06,1,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-luna,t4_06,2,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-luna,t4_06,3,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-luna,t4_08,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-luna,t4_08,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-luna,t4_08,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-luna,t4_09,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-luna,t4_09,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-luna,t5_01,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-luna,t5_01,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-luna,t5_01,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-luna,t5_02,1,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-luna,t5_02,2,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-luna,t5_02,3,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-luna,t5_04,1,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-luna,t5_04,2,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-luna,t5_04,3,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-luna,t5_05,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-luna,t5_05,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-luna,t5_06,3,format_mismatch,identical after normalization/sorting
gpt-5.6-luna,t5_07,1,logic_error,results differ structurally
gpt-5.6-luna,t5_07,2,logic_error,results differ structurally
gpt-5.6-luna,t5_07,3,logic_error,results differ structurally
gpt-5.6-luna,t5_08,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-luna,t5_08,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-luna,t5_08,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-luna,t5_09,1,logic_error,results differ structurally
gpt-5.6-luna,t5_09,2,logic_error,results differ structurally
gpt-5.6-luna,t5_10,1,logic_error,results differ structurally
gpt-5.6-luna,t5_10,2,logic_error,results differ structurally
gpt-5.6-luna,t5_10,3,logic_error,results differ structurally
gpt-5.6-sol-pro,t3_01,1,format_mismatch,scalar within 5% (approx vs exact aggregate)
gpt-5.6-sol-pro,t3_01,2,format_mismatch,scalar within 5% (approx vs exact aggregate)
gpt-5.6-sol-pro,t3_01,3,format_mismatch,scalar within 5% (approx vs exact aggregate)
gpt-5.6-sol-pro,t3_03,1,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol-pro,t3_03,2,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol-pro,t3_03,3,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol-pro,t3_04,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol-pro,t3_04,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol-pro,t3_04,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol-pro,t3_06,1,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol-pro,t3_06,2,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol-pro,t3_06,3,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol-pro,t3_07,1,logic_error,results differ structurally
gpt-5.6-sol-pro,t3_07,2,logic_error,results differ structurally
gpt-5.6-sol-pro,t3_07,3,logic_error,results differ structurally
gpt-5.6-sol-pro,t3_10,1,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol-pro,t3_10,2,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol-pro,t3_10,3,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol-pro,t4_01,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol-pro,t4_01,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol-pro,t4_01,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol-pro,t4_06,1,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol-pro,t4_06,2,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol-pro,t4_06,3,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol-pro,t4_08,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol-pro,t4_08,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol-pro,t4_08,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol-pro,t4_09,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol-pro,t4_09,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol-pro,t4_09,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol-pro,t5_01,1,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol-pro,t5_01,2,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol-pro,t5_01,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol-pro,t5_02,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol-pro,t5_02,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol-pro,t5_02,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol-pro,t5_04,1,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol-pro,t5_04,2,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol-pro,t5_04,3,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol-pro,t5_05,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol-pro,t5_05,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol-pro,t5_05,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol-pro,t5_07,1,logic_error,results differ structurally
gpt-5.6-sol-pro,t5_07,2,logic_error,results differ structurally
gpt-5.6-sol-pro,t5_07,3,logic_error,results differ structurally
gpt-5.6-sol-pro,t5_08,1,logic_error,results differ structurally
gpt-5.6-sol-pro,t5_09,1,logic_error,results differ structurally
gpt-5.6-sol-pro,t5_09,3,logic_error,results differ structurally
gpt-5.6-sol-pro,t5_10,1,logic_error,results differ structurally
gpt-5.6-sol-pro,t5_10,2,logic_error,results differ structurally
gpt-5.6-sol-pro,t5_10,3,logic_error,results differ structurally
gpt-5.6-sol,t2_04,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol,t3_01,2,format_mismatch,scalar within 5% (approx vs exact aggregate)
gpt-5.6-sol,t3_03,1,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol,t3_03,2,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol,t3_03,3,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol,t3_04,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol,t3_04,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol,t3_04,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol,t3_06,1,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol,t3_06,2,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol,t3_06,3,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol,t3_07,1,logic_error,results differ structurally
gpt-5.6-sol,t3_07,2,logic_error,results differ structurally
gpt-5.6-sol,t3_10,1,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol,t3_10,2,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol,t3_10,3,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol,t4_01,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol,t4_01,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol,t4_01,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol,t4_06,1,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol,t4_06,2,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol,t4_06,3,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol,t4_08,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol,t4_08,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol,t4_08,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol,t4_09,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol,t4_09,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol,t4_09,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol,t5_01,1,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol,t5_01,2,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol,t5_01,3,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol,t5_02,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol,t5_02,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol,t5_02,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol,t5_04,1,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol,t5_04,2,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol,t5_04,3,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-sol,t5_05,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol,t5_05,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol,t5_05,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-sol,t5_07,1,logic_error,results differ structurally
gpt-5.6-sol,t5_07,2,logic_error,results differ structurally
gpt-5.6-sol,t5_07,3,logic_error,results differ structurally
gpt-5.6-sol,t5_10,1,logic_error,results differ structurally
gpt-5.6-sol,t5_10,2,logic_error,results differ structurally
gpt-5.6-sol,t5_10,3,logic_error,results differ structurally
gpt-5.6-terra-pro,t3_03,1,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra-pro,t3_03,2,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra-pro,t3_03,3,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra-pro,t3_04,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra-pro,t3_04,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra-pro,t3_04,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra-pro,t3_06,1,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra-pro,t3_06,2,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra-pro,t3_06,3,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra-pro,t3_07,2,logic_error,results differ structurally
gpt-5.6-terra-pro,t3_10,1,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra-pro,t3_10,2,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra-pro,t3_10,3,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra-pro,t4_01,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra-pro,t4_01,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra-pro,t4_01,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra-pro,t4_05,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra-pro,t4_05,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra-pro,t4_05,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra-pro,t4_06,1,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra-pro,t4_06,2,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra-pro,t4_06,3,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra-pro,t4_08,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra-pro,t4_08,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra-pro,t4_08,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra-pro,t4_09,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra-pro,t4_09,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra-pro,t5_01,1,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra-pro,t5_01,2,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra-pro,t5_01,3,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra-pro,t5_04,1,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra-pro,t5_04,2,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra-pro,t5_04,3,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra-pro,t5_05,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra-pro,t5_05,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra-pro,t5_05,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra-pro,t5_07,1,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra-pro,t5_07,2,logic_error,results differ structurally
gpt-5.6-terra-pro,t5_07,3,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra-pro,t5_10,1,logic_error,results differ structurally
gpt-5.6-terra-pro,t5_10,2,logic_error,results differ structurally
gpt-5.6-terra-pro,t5_10,3,logic_error,results differ structurally
gpt-5.6-terra,t3_03,1,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra,t3_03,2,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra,t3_03,3,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra,t3_04,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra,t3_04,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra,t3_04,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra,t3_06,1,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra,t3_06,2,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra,t3_06,3,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra,t3_07,2,logic_error,results differ structurally
gpt-5.6-terra,t3_10,1,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra,t3_10,2,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra,t3_10,3,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra,t4_01,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra,t4_01,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra,t4_01,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra,t4_05,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra,t4_05,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra,t4_05,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra,t4_06,1,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra,t4_06,2,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra,t4_06,3,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra,t4_08,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra,t4_08,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra,t4_08,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra,t5_01,1,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra,t5_01,2,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra,t5_01,3,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra,t5_04,1,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra,t5_04,2,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra,t5_04,3,format_mismatch,row subset (LIMIT/ordering difference)
gpt-5.6-terra,t5_05,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra,t5_05,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra,t5_05,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
gpt-5.6-terra,t5_07,1,logic_error,results differ structurally
gpt-5.6-terra,t5_07,2,logic_error,results differ structurally
gpt-5.6-terra,t5_07,3,logic_error,results differ structurally
gpt-5.6-terra,t5_10,1,logic_error,results differ structurally
gpt-5.6-terra,t5_10,2,logic_error,results differ structurally
gpt-5.6-terra,t5_10,3,logic_error,results differ structurally
kimi-k3,t2_07,2,logic_error,results differ structurally
kimi-k3,t3_03,1,format_mismatch,row subset (LIMIT/ordering difference)
kimi-k3,t3_03,2,format_mismatch,row subset (LIMIT/ordering difference)
kimi-k3,t3_03,3,format_mismatch,row subset (LIMIT/ordering difference)
kimi-k3,t3_04,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
kimi-k3,t3_04,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
kimi-k3,t3_04,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
kimi-k3,t3_06,1,format_mismatch,row subset (LIMIT/ordering difference)
kimi-k3,t3_06,2,format_mismatch,row subset (LIMIT/ordering difference)
kimi-k3,t3_06,3,format_mismatch,row subset (LIMIT/ordering difference)
kimi-k3,t3_10,1,format_mismatch,row subset (LIMIT/ordering difference)
kimi-k3,t3_10,2,format_mismatch,row subset (LIMIT/ordering difference)
kimi-k3,t3_10,3,format_mismatch,row subset (LIMIT/ordering difference)
kimi-k3,t4_01,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
kimi-k3,t4_01,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
kimi-k3,t4_01,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
kimi-k3,t4_06,1,format_mismatch,row subset (LIMIT/ordering difference)
kimi-k3,t4_06,2,format_mismatch,row subset (LIMIT/ordering difference)
kimi-k3,t4_06,3,format_mismatch,row subset (LIMIT/ordering difference)
kimi-k3,t4_08,1,logic_error,results differ structurally
kimi-k3,t4_08,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
kimi-k3,t4_08,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
kimi-k3,t4_09,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
kimi-k3,t5_01,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
kimi-k3,t5_01,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
kimi-k3,t5_01,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
kimi-k3,t5_04,1,format_mismatch,row subset (LIMIT/ordering difference)
kimi-k3,t5_04,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
kimi-k3,t5_04,3,format_mismatch,row subset (LIMIT/ordering difference)
kimi-k3,t5_05,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
kimi-k3,t5_07,1,format_mismatch,row subset (LIMIT/ordering difference)
kimi-k3,t5_07,2,logic_error,results differ structurally
kimi-k3,t5_07,3,logic_error,results differ structurally
kimi-k3,t5_08,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
kimi-k3,t5_08,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
kimi-k3,t5_08,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
kimi-k3,t5_10,1,logic_error,results differ structurally
kimi-k3,t5_10,2,logic_error,results differ structurally
kimi-k3,t5_10,3,logic_error,results differ structurally
minimax-m3,t2_04,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m3,t3_03,1,format_mismatch,row subset (LIMIT/ordering difference)
minimax-m3,t3_03,2,format_mismatch,row subset (LIMIT/ordering difference)
minimax-m3,t3_03,3,format_mismatch,row subset (LIMIT/ordering difference)
minimax-m3,t3_04,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m3,t3_04,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m3,t3_04,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m3,t3_06,1,format_mismatch,row subset (LIMIT/ordering difference)
minimax-m3,t3_06,2,format_mismatch,row subset (LIMIT/ordering difference)
minimax-m3,t3_06,3,format_mismatch,row subset (LIMIT/ordering difference)
minimax-m3,t3_10,1,format_mismatch,row subset (LIMIT/ordering difference)
minimax-m3,t3_10,2,format_mismatch,row subset (LIMIT/ordering difference)
minimax-m3,t3_10,3,format_mismatch,row subset (LIMIT/ordering difference)
minimax-m3,t4_01,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m3,t4_01,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m3,t4_01,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m3,t4_05,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m3,t4_05,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m3,t4_06,1,format_mismatch,row subset (LIMIT/ordering difference)
minimax-m3,t4_06,2,format_mismatch,row subset (LIMIT/ordering difference)
minimax-m3,t4_06,3,format_mismatch,row subset (LIMIT/ordering difference)
minimax-m3,t4_08,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m3,t4_08,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m3,t4_08,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m3,t4_09,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m3,t5_01,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m3,t5_01,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m3,t5_01,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m3,t5_04,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m3,t5_04,2,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m3,t5_04,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m3,t5_07,2,logic_error,results differ structurally
minimax-m3,t5_07,3,logic_error,results differ structurally
minimax-m3,t5_08,1,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m3,t5_08,3,column_mismatch,"extra/missing columns, shared columns overlap >=80%"
minimax-m3,t5_10,1,logic_error,results differ structurally
minimax-m3,t5_10,2,logic_error,results differ structurally
minimax-m3,t5_10,3,logic_error,results differ structurally
